***********************************
《电脑报》黑榜(R)恶意网址屏蔽文件    
版本号：2010.11.1特别版
编辑陈邓新策划和监制
警告：不得将此数据用于违法犯罪行为！
POWER BY www.mwsl.org.cn
***********************************
127.0.0.1 localhost
0.0.0.0 blietron.com
0.0.0.0 blog.e23.cn
0.0.0.0 blog.ishenmo.com
0.0.0.0 blog.niupan.com
0.0.0.0 blog.qlolo.com
0.0.0.0 blog.sina-2009vip.cn
0.0.0.0 blog.tahidromos.com
0.0.0.0 bmp.25u.com
0.0.0.0 bmw7x.cn
0.0.0.0 bn55fdswdd.3322.org
0.0.0.0 bo.1234vv.com
0.0.0.0 bo.2hhhh.net
0.0.0.0 bo.bo73.com
0.0.0.0 bo.sao16.com
0.0.0.0 bo33bo.com
0.0.0.0 bobo.1wwzz.com
0.0.0.0 bobo.33isese.com
0.0.0.0 bobo.44fang.com
0.0.0.0 bobo.4qqbb.com
0.0.0.0 bobo.4qquu.com
0.0.0.0 bobo.55isese.com
0.0.0.0 bobo.5qqcc.com
0.0.0.0 bobo.5qquu.com
0.0.0.0 bobo.944se.com
0.0.0.0 bobo.97boy.com
0.0.0.0 bobo.99xjw.com
0.0.0.0 bobo.wyt09.com
0.0.0.0 bobo.xvc19.com
0.0.0.0 bobo11.zxq.net
0.0.0.0 bobobase.com
0.0.0.0 boboboke.cn
0.0.0.0 bolapaqir.net
0.0.0.0 boutique-world.com
0.0.0.0 bt.aisex.in
0.0.0.0 bt.av770.com
0.0.0.0 bt.ktxp.com
0.0.0.0 bt2.cnxp.com
0.0.0.0 bt9.5qzone.net
0.0.0.0 busan.cefkorea.org
0.0.0.0 buteralksaweda.com
0.0.0.0 buterbrodio.ru
0.0.0.0 buzmsh.3322.org
0.0.0.0 bwla.3322.org
0.0.0.0 byggrex.se
0.0.0.0 bynrtv.cn
0.0.0.0 bzefowum.cn
0.0.0.0 c.5qqbb.com
0.0.0.0 c.7toot.cn
0.0.0.0 c.8883.ss.la
0.0.0.0 c.92ri.com
0.0.0.0 c.97eee.org
0.0.0.0 c.count.xj.cn
0.0.0.0 c.link88.be
0.0.0.0 c.mimi100.info
0.0.0.0 c.nec8.cn
0.0.0.0 c.oye333.com
0.0.0.0 c.sfilm.com
0.0.0.0 c.xin7778.com
0.0.0.0 c0py.6600.org
0.0.0.0 c1.link88.be
0.0.0.0 c14.xorg.pl
0.0.0.0 c1518.drleeuk.com
0.0.0.0 c1519.drleeuk.com
0.0.0.0 cai99.net
0.0.0.0 caipiao128.com
0.0.0.0 caob521.3322.org
0.0.0.0 carball.in
0.0.0.0 carvalho0622.hpg.com.br
0.0.0.0 cbc.tgdue.net
0.0.0.0 cbcpw.cn
0.0.0.0 cbg163yw.com
0.0.0.0 cbphase.com
0.0.0.0 cc.0776sw.cn
0.0.0.0 cc1100.2288.org
0.0.0.0 cc55f.8866.org
0.0.0.0 ccc.770304123.cn
0.0.0.0 ccc.aiseba.net
0.0.0.0 ccc.billlez.cn
0.0.0.0 ccc0529.3322.org
0.0.0.0 ccctvv.com
0.0.0.0 cciv584.com
0.0.0.0 ccj1.cn
0.0.0.0 ccj3.cn
0.0.0.0 ccj7.cn
0.0.0.0 cck1.cn
0.0.0.0 cck3.cn
0.0.0.0 ccnbtv03.com
0.0.0.0 cct327.com
0.0.0.0 cctv-3658.com
0.0.0.0 cctv-c3.cn
0.0.0.0 cctv-com.cn
0.0.0.0 cctv-t3.cn
0.0.0.0 cctv-u886.cn
0.0.0.0 cctv-viplx.cn
0.0.0.0 cctv.58cq.com
0.0.0.0 cctv0061.com
0.0.0.0 cctv01.usaweb3.1-host.com.cn
0.0.0.0 cctv1563.cn
0.0.0.0 cctv1691.com
0.0.0.0 cctv177.cn
0.0.0.0 cctv2-lyong.cn
0.0.0.0 cctv2008.bibil0.cn
0.0.0.0 cctv2ly09.cn
0.0.0.0 cctv3-0.cn
0.0.0.0 cctv3-05.cn
0.0.0.0 cctv3-09.cn
0.0.0.0 cctv347.cn
0.0.0.0 cctv381.com
0.0.0.0 cctv383.com
0.0.0.0 cctv3dv.com
0.0.0.0 cctv3e.com
0.0.0.0 cctv3fei61.com
0.0.0.0 cctv3fqq.com
0.0.0.0 cctv3jh.com
0.0.0.0 cctv3kb3.com
0.0.0.0 cctv3r.com
0.0.0.0 cctv3tao.com
0.0.0.0 cctv3vip.com
0.0.0.0 cctv3vs.cn
0.0.0.0 cctv3w61.cn
0.0.0.0 cctv3wcq.com
0.0.0.0 cctv3wxz.com
0.0.0.0 cctv601.com
0.0.0.0 cctv6029.com
0.0.0.0 cctv603.cn
0.0.0.0 cctv615.cn
0.0.0.0 cctv6608.com
0.0.0.0 cctv6ic.cn
0.0.0.0 cctv982.cn
0.0.0.0 cctvaar.cn
0.0.0.0 cctvddx.com
0.0.0.0 cctvddy.com
0.0.0.0 cctvdt.cn
0.0.0.0 cctveg.cn
0.0.0.0 cctvn2.cn
0.0.0.0 cctvq10.com
0.0.0.0 cctvx.cc
0.0.0.0 ccu.118bbs.com
0.0.0.0 ccutv61.com
0.0.0.0 ccv004.com
0.0.0.0 ccv1201.com
0.0.0.0 ccytv3.com
0.0.0.0 cde.ss.la
0.0.0.0 cdfgge.net
0.0.0.0 ces-hunter.com
0.0.0.0 ceshikl.7766.org
0.0.0.0 cevalterng.com
0.0.0.0 cfkvqhaxhvfp.com
0.0.0.0 cgx0577.3322.org
0.0.0.0 checkrapport.com
0.0.0.0 chengang.www65.cnidc.cn
0.0.0.0 chigmail.com
0.0.0.0 chikilav.co.cc
0.0.0.0 china2003.cn
0.0.0.0 china60.wauee.com
0.0.0.0 chinamobilet.cn
0.0.0.0 chinchoi.cn
0.0.0.0 chomai.in
0.0.0.0 chongyang15.3322.org
0.0.0.0 christmasornies.com
0.0.0.0 chrr2.6600.org
0.0.0.0 chuguanghui.3322.org
0.0.0.0 chugui.info
0.0.0.0 chunan.9966.org
0.0.0.0 ciro062.hpg.com.br
0.0.0.0 cj.mychina1.cn
0.0.0.0 cj3.isee5.com
0.0.0.0 ckc01.hdhdv.cn
0.0.0.0 clearclips.com
0.0.0.0 click.hopeun.com
0.0.0.0 cltsi.info
0.0.0.0 club.9istyle.com
0.0.0.0 club.gigabyte.cn
0.0.0.0 cm2.kmip.net
0.0.0.0 cn.31bb.info
0.0.0.0 cn.34bb.info
0.0.0.0 cn.71bb.info
0.0.0.0 cnabc.info
0.0.0.0 cnc.592wg.com
0.0.0.0 cncsyahoo.in
0.0.0.0 cnn.get-download.info
0.0.0.0 cnnncccn.cn
0.0.0.0 cnzz0.kmip.net
0.0.0.0 cnzz1.kmip.net
0.0.0.0 cnzz4.9966.org
0.0.0.0 cocoexe.8gcc.com
0.0.0.0 code.979797.com
0.0.0.0 code.ikaokaoni.cn
0.0.0.0 code.keyrunn.co.cc
0.0.0.0 code.woainame.cn
0.0.0.0 code01.qvodplus04.cn
0.0.0.0 code02.qvodplus04.cn
0.0.0.0 code13.yicpc.com
0.0.0.0 code16.keyrun.com
0.0.0.0 cofqc.cn
0.0.0.0 colopin.cn
0.0.0.0 combicorm.com
0.0.0.0 come068.3322.org
0.0.0.0 config.koreamessenger.com
0.0.0.0 config.perfectexe.com
0.0.0.0 coower.com
0.0.0.0 core2980.mylivejournalchanel.com
0.0.0.0 cp01.com
0.0.0.0 cp02.net
0.0.0.0 cp2003.cn
0.0.0.0 cp28668.cn
0.0.0.0 cp34568.cn
0.0.0.0 cp3777.com
0.0.0.0 cp4858.com
0.0.0.0 cp52.net
0.0.0.0 cp565.com
0.0.0.0 cp5666.com
0.0.0.0 cp5858.com
0.0.0.0 cp6595.cn
0.0.0.0 cp67666.com
0.0.0.0 cp75998.cn
0.0.0.0 cp7870.cn
0.0.0.0 cp790.cn
0.0.0.0 cp8258.cn
0.0.0.0 cp8595.cn
0.0.0.0 cp88.cc
0.0.0.0 cp88128.com
0.0.0.0 cp8868.com
0.0.0.0 cp8877.com
0.0.0.0 cp93.cn
0.0.0.0 cpanel7.amhosting.com
0.0.0.0 cpc.xuebi2000.cn
0.0.0.0 cpm2.dn888.com
0.0.0.0 cpteam.podzone.net
0.0.0.0 cpw0688.cn
0.0.0.0 cpw1828.com
0.0.0.0 cpw888.com
0.0.0.0 cpw9460.com
0.0.0.0 cpwoeo.com
0.0.0.0 cpycwz.com
0.0.0.0 cpzxyc.com
0.0.0.0 cq.iqsou.com
0.0.0.0 cq5566.com
0.0.0.0 cqgj1573.8866.org
0.0.0.0 cracker-g0g0li.a.gp
0.0.0.0 crediar.no-ip.com
0.0.0.0 criminal-vb6ers.one-crew.net
0.0.0.0 crmd.2288.org
0.0.0.0 cros.0134.cn
0.0.0.0 crowledblade.com
0.0.0.0 crsa1.cn
0.0.0.0 crton.cr.funpic.org
0.0.0.0 csol.xxkk.net
0.0.0.0 csolss.com
0.0.0.0 csoltiancity.105.80000web.com.cn
0.0.0.0 ctrip.2288.org
0.0.0.0 ctv3rt.com
0.0.0.0 cumhisite.com
0.0.0.0 cutalot.cn
0.0.0.0 cvmjk.com
0.0.0.0 cwa7214.org
0.0.0.0 cykao.cn
0.0.0.0 cykjwhfangao.w65.idccenter.net
0.0.0.0 d.0143.cn
0.0.0.0 d.1791xx.com
0.0.0.0 d.17ccc.org
0.0.0.0 d.364736.com
0.0.0.0 d.5ding.com
0.0.0.0 d.brsqb.cn
0.0.0.0 d.caxiao77.com
0.0.0.0 d.cdwsx.com
0.0.0.0 d.cndydy.com
0.0.0.0 d.cxdde.com
0.0.0.0 d.dingxiang.biz
0.0.0.0 d.doinw.com
0.0.0.0 d.eddxx.com
0.0.0.0 d.fgddx.com
0.0.0.0 d.gddxw.com
0.0.0.0 d.hhdwx.com
0.0.0.0 d.iamcome.in
0.0.0.0 d.iopqw.com
0.0.0.0 d.khtgf.cn
0.0.0.0 d.kkkmfdy.com
0.0.0.0 d.lnxwy.com
0.0.0.0 d.mayahot.com
0.0.0.0 d.ndxwq.com
0.0.0.0 d.nnbase.com
0.0.0.0 d.oye333.com
0.0.0.0 d.xiaoshuojingling.com
0.0.0.0 d.xin7778.com
0.0.0.0 d.xwsfx.com
0.0.0.0 d.ydopx.com
0.0.0.0 d1.7dwz.com
0.0.0.0 d1.vv04.info
0.0.0.0 d10gc.cn
0.0.0.0 d2.364736.com
0.0.0.0 d3.ayxz.com
0.0.0.0 d3.kkkmfdy.com
0.0.0.0 d5g5l.cn
0.0.0.0 d5hsr.cn
0.0.0.0 d7kj7.cn
0.0.0.0 daclaudio.altervista.org
0.0.0.0 dadxx.info
0.0.0.0 daledalebien.net
0.0.0.0 damdang.vn
0.0.0.0 daoijd.8800.org
0.0.0.0 dasemei.cn
0.0.0.0 dashao18.2288.org
0.0.0.0 data-fix.net
0.0.0.0 davtraff.com
0.0.0.0 db9qq.cn
0.0.0.0 dbtte.com
0.0.0.0 dcc.rqq888.cn
0.0.0.0 dd1100.2288.org
0.0.0.0 dd1xx.com
0.0.0.0 dd5xx.com
0.0.0.0 dd6s.zhuhc.cn
0.0.0.0 ddd.66qsw.com
0.0.0.0 ddd.dasege.com
0.0.0.0 ddd.ds22aa.cn
0.0.0.0 dddd3.com
0.0.0.0 dddl.754245.com
0.0.0.0 ddhh-sdh001.cn
0.0.0.0 ddi.xorg.pl
0.0.0.0 ddjjswqq.info
0.0.0.0 ddk1.cn
0.0.0.0 ddk3.cn
0.0.0.0 ddl.974671.com
0.0.0.0 ddl.ur36d.com
0.0.0.0 ddll.in
0.0.0.0 ddoszdani.cn
0.0.0.0 ddtl.me
0.0.0.0 deihc88.h12.idcyh.com
0.0.0.0 devi56.co.cc
0.0.0.0 devilsoul.cn
0.0.0.0 df4g5ew4wt.3322.org
0.0.0.0 df54yhd.3322.org
0.0.0.0 dfdsaf.dnf-1100.com
0.0.0.0 dfetb.cn
0.0.0.0 dfghs.cn
0.0.0.0 dfhjfd731.cn
0.0.0.0 dfsefyt23.open2009.net
0.0.0.0 dg.jwl.woniu.com
0.0.0.0 dgv9b.cn
0.0.0.0 dh.41119.cn
0.0.0.0 dh.97meitu.info
0.0.0.0 dh.fi5.us
0.0.0.0 diqu.3322.org
0.0.0.0 diretoria1.net
0.0.0.0 dj.520mmxx.com
0.0.0.0 dl.51mmm.info
0.0.0.0 dl.down-china.cn
0.0.0.0 dl.down-sogou.cn
0.0.0.0 dl.down-taobao.cn
0.0.0.0 dl.down-tudou.cn
0.0.0.0 dl.qvod.com
0.0.0.0 dl.qvodaac.com
0.0.0.0 dl.qvodax.cn
0.0.0.0 dl.qvoden.cn
0.0.0.0 dl.qvodiiu.com
0.0.0.0 dl.qvodir.cn
0.0.0.0 dl.youbak.com
0.0.0.0 dl02.softdown-load.com.cn
0.0.0.0 dl8899.3322.org 
0.0.0.0 dlplayer.aiavba.com
0.0.0.0 dlsmg.cn
0.0.0.0 dn-down.3322.org
0.0.0.0 dn.imsetup.cn
0.0.0.0 dnf-pp.com
0.0.0.0 dnfcx.com
0.0.0.0 dnfgqq.com
0.0.0.0 dnflipin.cn
0.0.0.0 dnfqq.net
0.0.0.0 dnfxi.com
0.0.0.0 dns.dmy2.com
0.0.0.0 dns.htmlvista.com
0.0.0.0 dns5.8866.org
0.0.0.0 dnuos.ru
0.0.0.0 dnusax.com
0.0.0.0 do.eDNS.biz
0.0.0.0 dogvod.6600.org
0.0.0.0 domainameat.cc
0.0.0.0 domainperline.com
0.0.0.0 dorops.golf-au-maroc.com
0.0.0.0 doubletest4411.com
0.0.0.0 down.114graph.com
0.0.0.0 down.27-net.com
0.0.0.0 down.3333dh.cn
0.0.0.0 down.49558.cn
0.0.0.0 down.92rmm.com
0.0.0.0 down.9978.net
0.0.0.0 down.9iwawa.com
0.0.0.0 down.ddos163.cn
0.0.0.0 down.games520.cn
0.0.0.0 down.jk155.com
0.0.0.0 down.langlangdoor.com
0.0.0.0 down.my227.com
0.0.0.0 down.p2pplay.com
0.0.0.0 down.privacyboan.com
0.0.0.0 down.ptlang.cn
0.0.0.0 down.qq1ive.cn
0.0.0.0 down.qvodlink.com
0.0.0.0 down.ring3.info
0.0.0.0 down.soft999.info
0.0.0.0 down.vbuv.cn
0.0.0.0 down.wan555.com
0.0.0.0 down.zxqczx.com
0.0.0.0 down1.57px.com
0.0.0.0 downc.clud33.com
0.0.0.0 download.qvodown.com
0.0.0.0 download.setup.xinruicn.com
0.0.0.0 download11.subo.me
0.0.0.0 download13.subo.me
0.0.0.0 download21.subo.me
0.0.0.0 downloadavr14.com
0.0.0.0 downloadpoint.cn
0.0.0.0 drb33en334a.com
0.0.0.0 ds.84ny.com
0.0.0.0 dsa4l.cn
0.0.0.0 dsafdsa3232.8800.org
0.0.0.0 dsese.com
0.0.0.0 dsfdfe44.8866.org
0.0.0.0 dsg3aeg.cn
0.0.0.0 dskf.3322.org
0.0.0.0 dushiqingyuan.3322.org
0.0.0.0 dweer.klkl111.8866.org
0.0.0.0 dx.1155k.cn
0.0.0.0 dx.2012avi.com
0.0.0.0 dx.8es.cn
0.0.0.0 dx5.97sky.cn
0.0.0.0 dxnight.com
0.0.0.0 dxyxl.3322.org
0.0.0.0 dxz.974671.com
0.0.0.0 dy.93iii.com
0.0.0.0 dy61.com
0.0.0.0 dzenhottoo.cc
0.0.0.0 e-mail-google.co.cc
0.0.0.0 e.1.20532858.com
0.0.0.0 e.1791xx.com
0.0.0.0 e.goodhh.com
0.0.0.0 e.kx747.com
0.0.0.0 e.onlybbs.com
0.0.0.0 e.oye333.com
0.0.0.0 e.xin7778.com
0.0.0.0 e.yy4q.com
0.0.0.0 e11.9966.org
0.0.0.0 e1ag1j.cn
0.0.0.0 e6tt4.114anhui.com
0.0.0.0 edanez.110mb.com
0.0.0.0 edit1china.cn
0.0.0.0 ee.bww5.cn
0.0.0.0 ee00oo.cn
0.0.0.0 ee00r.2288.org
0.0.0.0 ee1100.2288.org
0.0.0.0 ee2233.2288.org
0.0.0.0 ee345.7766.org
0.0.0.0 eee.202online.inf
0.0.0.0 eee.ww22ddd.cn
0.0.0.0 eelcd5.info
0.0.0.0 eewqere.3322.org
0.0.0.0 eey88.cn
0.0.0.0 eftpsid0387333.ru
0.0.0.0 eg2thg.cn
0.0.0.0 ejiwu9987.cn
0.0.0.0 emozzio.emozzio.com
0.0.0.0 ent.533.com
0.0.0.0 errekhxzerr.co.cc
0.0.0.0 errors.9966.org
0.0.0.0 errors.9966.org.wwvv.us
0.0.0.0 ertubredxcong.com
0.0.0.0 est8991.3322.org
0.0.0.0 etyet.com
0.0.0.0 eurolink.3322.org
0.0.0.0 ex0.in
0.0.0.0 exe.146843.com
0.0.0.0 exe.amg777.com
0.0.0.0 exe3.perfectexe.com
0.0.0.0 f.1791xx.com
0.0.0.0 f.9yc8.co.cc
0.0.0.0 f.baiyici.cn
0.0.0.0 f.haodizhi6.info
0.0.0.0 f8a.ru
0.0.0.0 f98.xorg.pl
0.0.0.0 fajin.v21.19821122.com
0.0.0.0 fajujohiv.cn
0.0.0.0 fangspde.cn
0.0.0.0 fantastictools.com
0.0.0.0 fartunaall.ru
0.0.0.0 favoclick.com
0.0.0.0 fb-imgs.com
0.0.0.0 fc03.com
0.0.0.0 fc151.cn
0.0.0.0 fc178.com
0.0.0.0 fc3d558.com
0.0.0.0 fc56588.cn
0.0.0.0 fc5688.net
0.0.0.0 fc5898.cn
0.0.0.0 fc6188.cn
0.0.0.0 fc689.cn
0.0.0.0 fc998.com
0.0.0.0 fcuked.me.uk
0.0.0.0 fdccdf333.7766.org
0.0.0.0 fdgf22dg.6600.org
0.0.0.0 fdsa3324324.8866.org
0.0.0.0 fdsfdscvdfde4.6600.org
0.0.0.0 fdsgdfgh.2288.org
0.0.0.0 fdvdv.cn
0.0.0.0 fechiizonshiteita-taihendayo.net
0.0.0.0 fefewcdz32.3322.org
0.0.0.0 feichangyemen.cn
0.0.0.0 feixin.979797.net
0.0.0.0 feixin591.cn
0.0.0.0 feixingcctv3.com
0.0.0.0 feixini2009.cn
0.0.0.0 feixinte.com
0.0.0.0 feixiy.cn
0.0.0.0 feixn2009g.cn
0.0.0.0 feiyu0002.3322.org
0.0.0.0 feiyuhen.it.idccname.info
0.0.0.0 ferrari03.8866.org
0.0.0.0 ferrari03.9966.org
0.0.0.0 ferrari07.2288.org
0.0.0.0 ferrari10.6600.org
0.0.0.0 fest-movie-tube.info
0.0.0.0 fetion-cctv.cn
0.0.0.0 fetion006.com.cn
0.0.0.0 fetionc.com
0.0.0.0 fetiond.com
0.0.0.0 fetioy.com.cn
0.0.0.0 fewf.qa444.8866.org
0.0.0.0 ff.c5c3.com
0.0.0.0 ff1112.2288.org
0.0.0.0 ffajxqq.info
0.0.0.0 ffda444.3322.org
0.0.0.0 fff0530.3322.org
0.0.0.0 fg4yjv.cn
0.0.0.0 fhod.3322.org
0.0.0.0 fiio.8800.org
0.0.0.0 file.plusbag.net
0.0.0.0 file.sayclub.co.kr
0.0.0.0 filescentrals-2010.net
0.0.0.0 filoups.info
0.0.0.0 fjlys520.3322.org
0.0.0.0 flcp315.com
0.0.0.0 flcp688.com
0.0.0.0 flcp8848.com
0.0.0.0 flxh.2288.org
0.0.0.0 followme.name
0.0.0.0 foqffo.cn
0.0.0.0 for11.3322.org
0.0.0.0 formoff.ru
0.0.0.0 forum.5721.net
0.0.0.0 fotos134.fileave.com
0.0.0.0 fotosimagenes.fileave.com
0.0.0.0 frantsuzik.com
0.0.0.0 free-pornvideo.cz.cc
0.0.0.0 free1122.info
0.0.0.0 freedom3.cn
0.0.0.0 freehqhardmovies.info
0.0.0.0 freejyfc19.info
0.0.0.0 froot.nl
0.0.0.0 ft916.8800.org
0.0.0.0 ft917.3322.org
0.0.0.0 fu456.com
0.0.0.0 futjap.net
0.0.0.0 fvbvbrt.2288.org
0.0.0.0 fx2009jj.cn
0.0.0.0 fxctz.com
0.0.0.0 fxok.cn
0.0.0.0 fxtn5.com
0.0.0.0 fyowf.cn
0.0.0.0 fzxhkj.3322.org
0.0.0.0 g.ad159.com
0.0.0.0 g.chinaih.com
0.0.0.0 g.qling.com
0.0.0.0 g1476.cn
0.0.0.0 g3mobi.com
0.0.0.0 g4k4h.cn
0.0.0.0 g6tt4.114anhui.com
0.0.0.0 g9e9g.cn
0.0.0.0 gae1hasdf.cn
0.0.0.0 game.guo360.co.cc
0.0.0.0 gaott.com
0.0.0.0 garant.ivano-frankivsk.ua
0.0.0.0 gbv.nna.cc
0.0.0.0 gda.nna.cc
0.0.0.0 gday.3322.org
0.0.0.0 geerrge.com
0.0.0.0 geocities.com
0.0.0.0 get-money-now.net
0.0.0.0 get.faces-profile.com
0.0.0.0 get.flashactivex.com
0.0.0.0 get.my12.info
0.0.0.0 get.setheo.com
0.0.0.0 gf86.cn
0.0.0.0 gfr24.com
0.0.0.0 gg.woyinwos.cn
0.0.0.0 ggg444.com
0.0.0.0 gghjy.3322.org
0.0.0.0 gghy7785.xw2.cdn9.info
0.0.0.0 ggjbjb.cctvmtvgtvitv.com
0.0.0.0 ghostusers.info
0.0.0.0 ghytujk.8866.org
0.0.0.0 giaine.com
0.0.0.0 gidromash.cn
0.0.0.0 giftsdo.com
0.0.0.0 giperk.jino.ru
0.0.0.0 giwkvn.ttqipai.com
0.0.0.0 gizmatool.net
0.0.0.0 gjrwdl.cn
0.0.0.0 gjy.nna.cc
0.0.0.0 gkl.nna.cc
0.0.0.0 gkpm.3322.org
0.0.0.0 globantispyware.com
0.0.0.0 gnfdt.cn
0.0.0.0 go-porntube.info
0.0.0.0 go.moxii.cn
0.0.0.0 going-wide.net
0.0.0.0 goldlave.cn
0.0.0.0 goldmaniac.com
0.0.0.0 good-week.cn
0.0.0.0 google-analystiks.com
0.0.0.0 google.cjhd.name
0.0.0.0 google.cn.baidu.se-av.info
0.0.0.0 google.googlee10.cn
0.0.0.0 google.maniyakat.cn
0.0.0.0 googleandbaidu.jefhhe.com
0.0.0.0 googlefuckbaidu.jefhhe.com
0.0.0.0 googlenum5.3322.org
0.0.0.0 gopheisstoo.cc
0.0.0.0 gospel-force.com
0.0.0.0 gotothefile.com
0.0.0.0 gova.eloec.com
0.0.0.0 gp4678.com
0.0.0.0 gps.785634.com
0.0.0.0 gpwg.ws
0.0.0.0 gq8g.cn
0.0.0.0 granata282.cn
0.0.0.0 gs33ah5a.9966.org
0.0.0.0 gtpq.info
0.0.0.0 gu6t76f7d2.c.28ads.com
0.0.0.0 guagua.cn
0.0.0.0 guilin.fl28.com
0.0.0.0 gusuoo.7766.org
0.0.0.0 gvb.nna.cc
0.0.0.0 gxxhye.com
0.0.0.0 gyl.nna.cc
0.0.0.0 gzlezent.3322.org
0.0.0.0 h.myhotbag.info
0.0.0.0 h.wowoer.com
0.0.0.0 h8ae8.cn
0.0.0.0 ha.setup.xinruicn.com
0.0.0.0 ha10020.ww.stx8.com
0.0.0.0 haa.ss.la
0.0.0.0 hackhound.org.uk
0.0.0.0 haea.3322.org
0.0.0.0 haha.3ehk.cn
0.0.0.0 haha.d0uwan.cn
0.0.0.0 hahagua1.8866.org
0.0.0.0 haibo.16f.cn
0.0.0.0 haiertl.3322.org
0.0.0.0 hao.147xxoo.com
0.0.0.0 hao.29smm.com
0.0.0.0 hao.600xxoo.com
0.0.0.0 hao.92xxoo.com
0.0.0.0 hao.97xxoo.com
0.0.0.0 hao123.985465.net
0.0.0.0 hao123.lian88.com
0.0.0.0 hao123.usa.hxh8.net
0.0.0.0 hao3636.cn
0.0.0.0 hao413.net
0.0.0.0 haohaobo.org
0.0.0.0 haosecc.com
0.0.0.0 happy-fxs.com
0.0.0.0 happyfarms.cn
0.0.0.0 happyqqfarm.cn
0.0.0.0 hasffert.com
0.0.0.0 hbk.xorg.pl
0.0.0.0 hbq.xorg.pl
0.0.0.0 hbshendan.3322.org
0.0.0.0 hdfrtret.8800.org
0.0.0.0 heathen.cc
0.0.0.0 helpj.3322.org
0.0.0.0 heqiuyan.cn
0.0.0.0 hero3.8800.org
0.0.0.0 hf5d.3322.org
0.0.0.0 hh.qvod-50.com
0.0.0.0 hh8.ss.la
0.0.0.0 hhcun.com
0.0.0.0 hhhhhhh1.klkl333.8866.org
0.0.0.0 hhj1.cn
0.0.0.0 hhj2.cn
0.0.0.0 hhj3.cn
0.0.0.0 hhj7.cn
0.0.0.0 hhqvod.cn
0.0.0.0 hi.52kuaibo.info
0.0.0.0 historycontext.cn
0.0.0.0 hjm7.3322.org
0.0.0.0 hnbc2.cn
0.0.0.0 home-china.net
0.0.0.0 homepage2.index.ru168.cn
0.0.0.0 hookbaes.cn
0.0.0.0 hot44.kmip.net
0.0.0.0 hotmail3.com
0.0.0.0 hotxxxtubevideo.com
0.0.0.0 hou2.6600.org
0.0.0.0 hougong520.com
0.0.0.0 houtai.185555.com
0.0.0.0 houtai.60o.org
0.0.0.0 hp3qvb.in
0.0.0.0 hsdfhh32131231.3322.org
0.0.0.0 hslm.stvpn.com
0.0.0.0 hsxw.net
0.0.0.0 htiwg.cn
0.0.0.0 hua23.com
0.0.0.0 huafeichzh1002.com
0.0.0.0 huaiyi023.8866.org
0.0.0.0 huang.dizhi.info
0.0.0.0 huang.huanghuang.info
0.0.0.0 huangpian.biz
0.0.0.0 huangsidianying.cn
0.0.0.0 hulala1.vicp.net
0.0.0.0 humirajustice.com
0.0.0.0 hzhan.com
0.0.0.0 i.egooad.cn
0.0.0.0 i.listage.info
0.0.0.0 i18o.cn
0.0.0.0 i31.net.ru
0.0.0.0 i3219.cn
0.0.0.0 iamchinese.info
0.0.0.0 ibewareofdanger.com
0.0.0.0 ican.count.xj.cn
0.0.0.0 ideo-pomp.com
0.0.0.0 ie.findsiteonline.info
0.0.0.0 ie1.bv123.com
0.0.0.0 iggoole.cn
0.0.0.0 iioossddxx.3322.org
0.0.0.0 iis.mo.cn
0.0.0.0 ij55ar.cn
0.0.0.0 imagehut4.cn
0.0.0.0 images.fotos033.pochta.ru
0.0.0.0 images.xunzhifu.com
0.0.0.0 imb.usai.info
0.0.0.0 img.downbt.com
0.0.0.0 img1.5tu8.com
0.0.0.0 imso3rry.count.xj.cn
0.0.0.0 in6cs.com
0.0.0.0 infi.8800.org
0.0.0.0 inztion.com
0.0.0.0 iowhi.cn
0.0.0.0 iphoneate.in
0.0.0.0 iq-qq.com
0.0.0.0 iq-tech.biz
0.0.0.0 ironpunch.com
0.0.0.0 item.taobao.com-eu.us
0.0.0.0 item.taobao.com.weiioiu.com
0.0.0.0 item.taobao.coml.feikch.cn
0.0.0.0 item.taobao.mecao-s.tk
0.0.0.0 item.taobao.seiaero.co.cc
0.0.0.0 itorkadflione.com
0.0.0.0 iuhu.8866.org
0.0.0.0 j7723.cn
0.0.0.0 jabber911.com
0.0.0.0 jaded-brutality.com
0.0.0.0 jamesfans.cn
0.0.0.0 jbillu.net
0.0.0.0 jdccn.com
0.0.0.0 jdem.cz
0.0.0.0 jeiuei82872.cn
0.0.0.0 jgh5d.3322.org
0.0.0.0 jgy79j.3322.org
0.0.0.0 jhgyuty.cn
0.0.0.0 jiahe8888.3322.org
0.0.0.0 jiayifan.cn
0.0.0.0 jievj.cn
0.0.0.0 jimkey.in
0.0.0.0 jindome.cn
0.0.0.0 jiqingmm.com.cn
0.0.0.0 jiqingroom.cn
0.0.0.0 jjio.8866.org
0.0.0.0 jjjjyayayaya.3322.org
0.0.0.0 jjqi88x1.8866.org
0.0.0.0 jk.258wyt.com
0.0.0.0 jkk.tw
0.0.0.0 jkrr.3322.org
0.0.0.0 jmbioanalises.com.br
0.0.0.0 jnyfjju.3322.org
0.0.0.0 job.cust.edu.cn
0.0.0.0 job.icxo.com
0.0.0.0 jockeybbs.cn
0.0.0.0 jp.93bb.info
0.0.0.0 jqdy.6600.org
0.0.0.0 js-wr28.com
0.0.0.0 js.mumayi.net
0.0.0.0 jsani.cn
